company,phone,email,website,address,city,state,rating,reviews,lead_score,tier
Desert Epoxy Solutions,(480) 555-1101,info@desertepoxy.com,https://desertepoxy.com,"1823 W University Dr, Tempe, AZ 85281",Tempe,AZ,4.9,83,95,HOT
Valley Metallic Epoxy Specialists,(480) 555-1505,info@valleymetallic.com,https://valleymetallic.com,"120 E Rio Salado Pkwy, Tempe, AZ 85281",Tempe,AZ,4.9,94,95,HOT
Tempe Garage Coatings,(480) 555-1303,quote@tempegaragecoatings.com,https://tempegaragecoatings.com,"4209 S Rural Rd, Tempe, AZ 85282",Tempe,AZ,4.8,72,90,HOT
AZ Polyurea Floor Coatings,(480) 555-1606,contact@azpolyurea.com,https://azpolyurea.com,"2441 W Guadalupe Rd, Tempe, AZ 85282",Tempe,AZ,4.6,38,90,HOT
Maricopa Decorative Concrete,(480) 555-1909,bids@maricopadecorative.com,https://maricopadecorative.com,"930 N Scottsdale Rd, Tempe, AZ 85281",Tempe,AZ,4.7,45,90,HOT
Sonoran Surface Prep Inc.,(480) 555-1404,bids@sonoransurface.com,https://sonoransurface.com,"6811 S Harl Ave, Tempe, AZ 85283",Tempe,AZ,4.5,29,88,HOT
Cactus Concrete Resurfacing,(480) 555-1707,service@cactusconcrete.com,https://cactusconcrete.com,"315 W Broadway Rd, Tempe, AZ 85282",Tempe,AZ,4.4,23,85,HOT
Southwest Concrete & Polish,(480) 555-1202,hello@swconcrete.com,https://swconcrete.com,"550 E Southern Ave, Tempe, AZ 85282",Tempe,AZ,4.7,56,75,HOT
Sun Devil Industrial Floors,(480) 555-1808,info@sundevilfloors.com,https://sundevilfloors.com,"7700 S Price Rd, Tempe, AZ 85284",Tempe,AZ,4.8,61,75,HOT
Tempe Flake & Chip Floor Systems,(480) 555-2010,quote@tempeflakefloors.com,https://tempeflakefloors.com,"200 E 6th St, Tempe, AZ 85281",Tempe,AZ,4.5,17,67,WARM
